"priority","route","page_type","quality_status","approval_recorded","user_intent","audience","primary_keyword","key_topics","source_count","official_sources","source_last_checked","author","reviewer","approved_by","approved_at","required_action"
"P3","/blog/ay-2026-27-overseas-remittance-tcs-itr-checklist","blog","needs_revision","no","informational","Users making overseas remittances preparing an AY 2026-27 return and reconciling bank remittance advice, TCS certificate, and Form 26AS.","overseas remittance TCS ITR AY 2026-27","check TCS credit, remittance purpose, bank records, and refund impact | bank remittance advice | TCS certificate | Form 26AS | Bank remittance advice and TCS certificate need a documented reconciliation. | Form 26AS should explain material differences before filing. | Keep the remittance tax-credit review working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-partner-remuneration-interest-itr-guide","blog","needs_revision","no","informational","Freelancers and owner-managed businesses using firm computation, capital account, and bank statement to match firm K-1 style records, remuneration, interest, capital account, and form selection before finalising the return.","partner remuneration interest ITR AY 2026-27","match firm K-1 style records, remuneration, interest, capital account, and form selection | firm computation | capital account | bank statement | read the deed before the ledger. | Reconcile each amount reported by the firm. | TDS without using it as the classification.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-pensioner-family-pension-itr-guide","blog","needs_revision","no","informational","Pensioners and family-pension recipients preparing an AY 2026-27 return and reconciling pension certificate, Form 16 from pension payer, and bank interest certificate.","pensioner ITR AY 2026-27","report pension, family pension, bank interest, deductions, and refund details conservatively | pension certificate | Form 16 from pension payer | bank interest certificate | Pension certificate and Form 16 from pension payer need a documented reconciliation. | Bank interest certificate should explain material differences before filing. | Keep the pensioner ITR working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Salaried Individuals AY 2026-27: https://www.incometax.gov.in/iec/foportal/help/individual/return-applicable-1 | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-representative-filing-deceased-taxpayer-checklist","blog","needs_revision","no","informational","Legal heirs and representatives preparing an AY 2026-27 return and reconciling death certificate, legal heir proof, and income records.","representative filing deceased taxpayer AY 2026-27","organise registration, income records, refund bank details, and evidence before filing | death certificate | legal heir proof | income records | Death certificate and legal heir proof need a documented reconciliation. | Income records should explain material differences before filing. | Keep the representative filing deceased taxpayer working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-resident-foreign-asset-disclosure-checklist","blog","needs_revision","no","informational","Resident taxpayers with foreign assets preparing an AY 2026-27 return and reconciling foreign account statement, broker report, and Form 67 records.","foreign asset disclosure AY 2026-27","check Schedule FA, foreign income, tax credit, and records for overseas accounts or shares | foreign account statement | broker report | Form 67 records | Foreign account statement and broker report need a documented reconciliation. | Form 67 records should explain material differences before filing. | Keep the foreign asset disclosure working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-return-under-1961-act-vs-tax-year-2026-27-under-2025-act","blog","needs_revision","no","informational","Taxpayers comparing an AY 2026-27 return under the 1961 Act with the Tax Year 2026-27 framework under the 2025 Act.","AY 2026-27 under 1961 Act vs 2025 Act","AY 2026-27 relates to income earned in FY 2025-26. | Tax Year 2026-27 starts on 1 April 2026 under the new Act framework. | Mixing both periods can cause wrong-form, wrong-payment, and wrong-notice assumptions.","3","Income Tax Department - New Act transition FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/objective-and-scope-new-act-faq | Income Tax Department - Income-tax Act, 2025 PDF: https://www.incometaxindia.gov.in/documents/d/guest/income_tax_act_2025_as_amended_by_fa_act_2026-pdf | Income Tax Department - Forms under the 2025 Act: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/income-tax-forms","2026-05-27","MyeCA Editorial Team - New Income Tax Law Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-rnor-foreign-income-review-guide","blog","needs_revision","no","informational","RNOR taxpayers preparing an AY 2026-27 return and reconciling travel calendar, foreign income statement, and Indian bank records.","RNOR foreign income ITR AY 2026-27","check residential status, foreign income scope, India income, and disclosure support | travel calendar | foreign income statement | Indian bank records | Travel calendar and foreign income statement need a documented reconciliation. | Indian bank records should explain material differences before filing. | Keep the RNOR foreign income ITR working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-salary-rsu-esop-itr-guide","blog","needs_revision","no","informational","Residents, NRIs, and RNOR taxpayers using Form 16, broker statement, and vesting statement to separate perquisite salary reporting, capital gains, foreign asset disclosure, and tax-credit records for RSU ESOP ITR AY 2026-27.","RSU ESOP ITR AY 2026-27","separate perquisite salary reporting, capital gains, foreign asset disclosure, and tax-credit records | Form 16 | broker statement | vesting statement | split every award into grant, vest, exercise, and sale events. | Check foreign-asset and foreign-income schedules. | Reconcile payroll and broker values.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-salary-without-tds-itr-guide","blog","needs_revision","no","informational","Employees whose employer did not deduct TDS preparing an AY 2026-27 return and reconciling salary slips, bank credits, and employment letter.","salary without TDS ITR AY 2026-27","compute salary income, checking advance tax or self-assessment tax, and preserving employer proof | salary slips | bank credits | employment letter | Salary slips and bank credits need a documented reconciliation. | Employment letter should explain material differences before filing. | Keep the salary without TDS ITR working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Salaried Individuals AY 2026-27: https://www.incometax.gov.in/iec/foportal/help/individual/return-applicable-1 | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-self-occupied-home-loan-interest-checklist","blog","needs_revision","no","informational","Home loan borrowers preparing an AY 2026-27 return and reconciling loan interest certificate, property ownership proof, and Form 16.","home loan interest ITR AY 2026-27","check interest certificate, ownership share, possession status, and old-regime use | loan interest certificate | property ownership proof | Form 16 | Loan interest certificate and property ownership proof need a documented reconciliation. | Form 16 should explain material differences before filing. | Keep the self-occupied property interest claim working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Salaried Individuals AY 2026-27: https://www.incometax.gov.in/iec/foportal/help/individual/return-applicable-1 | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-senior-citizen-bank-interest-tds-itr","blog","needs_revision","no","informational","Senior citizens with bank deposits preparing an AY 2026-27 return and reconciling interest certificates, Form 16A, and AIS.","senior citizen bank interest TDS ITR AY 2026-27","match FD interest, savings interest, TDS credits, and refund-bank validation | interest certificates | Form 16A | AIS | Interest certificates and Form 16A need a documented reconciliation. | AIS should explain material differences before filing. | Keep the senior citizen bank interest TDS ITR working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-small-shop-44ad-presumptive-itr-guide","blog","needs_revision","no","informational","Small shop owners preparing an AY 2026-27 return and reconciling sales summary, bank statement, and GST records if any.","44AD small shop ITR AY 2026-27","check presumptive tax eligibility, turnover, bank records, GST linkage, and ITR-4 fit | sales summary | bank statement | GST records if any | Sales summary and bank statement need a documented reconciliation. | GST records if any should explain material differences before filing. | Keep the 44AD small shop ITR working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | GST Portal: https://www.gst.gov.in/","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-spouse-income-clubbing-checklist","blog","needs_revision","no","informational","Families with transfers between spouses preparing an AY 2026-27 return and reconciling gift or transfer records, bank statement, and investment statement.","spouse income clubbing AY 2026-27","review asset transfers, interest, rent, investments, and clubbing risk before filing | gift or transfer records | bank statement | investment statement | Gift or transfer records and bank statement need a documented reconciliation. | Investment statement should explain material differences before filing. | Keep the spouse income clubbing working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-startup-founder-salary-dividend-itr-guide","blog","needs_revision","no","informational","Startup founders preparing an AY 2026-27 return and reconciling Form 16, dividend statement, and board or payroll records.","startup founder salary dividend ITR AY 2026-27","separate salary, dividends, director fees, capital gains, and business reimbursements | Form 16 | dividend statement | board or payroll records | Form 16 and dividend statement need a documented reconciliation. | Board or payroll records should explain material differences before filing. | Keep the startup founder salary dividend ITR working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-stock-investor-ltcg-stcg-itr-guide","blog","needs_revision","no","informational","Investors and traders calculating and reporting stock investor LTCG STCG ITR AY 2026-27 from broker, sale, and cost records.","stock investor LTCG STCG ITR AY 2026-27","classify delivery trades, gains, losses, AIS securities data, and broker reports | broker capital gains report | AIS | Form 26AS | Separate delivery investments from trading activity. | Reconcile the broker records. | holding period and special-rate treatment.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-teacher-tuition-income-itr-guide","blog","needs_revision","no","informational","Freelancers and owner-managed businesses using Form 16, tuition receipts, and bank statement to decide whether private tuition is other income or professional receipts and preserving payment proof before finalising the return.","tuition income ITR AY 2026-27","decide whether private tuition is other income or professional receipts and preserving payment proof | Form 16 | tuition receipts | bank statement | Separate employment salary from independent tuition. | Build a tuition-income ledger. | claim only expenses connected to the tuition activity.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - e-Verify Return FAQs: https://www.incometax.gov.in/iec/foportal/help/e-filing-e-verify-your-return-faq","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-vs-tax-year-2026-27","blog","needs_revision","no","informational","Taxpayers filing FY 2025-26 income while also managing payments, payroll, or records dated from April 2026 onward.","AY 2026-27","AY 2026-27 is for FY 2025-26 income. | Tax Year 2026-27 is different. | Transition FAQs prevent wrong-year filing mistakes.","5","Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Salaried Individuals AY 2026-27: https://www.incometax.gov.in/iec/foportal/help/individual/return-applicable-1 | Income Tax Department - Income Tax Act 2025 Transition FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/objective-and-scope-new-act-faq | Income Tax Department - AIS Guidance: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - AIS and Form 26AS FAQs: https://www.incometax.gov.in/iec/foportal/sites/default/files/2022-07/Click%20Here_1.pdf","2026-05-05","MyeCA Editorial Team - ITR Filing Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/ay-2026-27-youtube-creator-income-itr-guide","blog","needs_revision","no","informational","YouTubers and online creators preparing an AY 2026-27 return and reconciling platform statements, brand invoices, and bank FIRC records if any.","YouTube creator income ITR AY 2026-27","report platform income, sponsorships, expenses, foreign remittances, and TDS credits | platform statements | brand invoices | bank FIRC records if any | Platform statements and brand invoices need a documented reconciliation. | Bank FIRC records if any should explain material differences before filing. | Keep the YouTube creator income ITR working papers, corrections, and filing acknowledgement together.","5","Income Tax Department - AY 2026-27 ITR utilities: https://www.incometax.gov.in/iec/foportal/downloads/income-tax-returns | Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Annual Information Statement: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | GST Portal: https://www.gst.gov.in/","2026-05-27","MyeCA Editorial Team - Tax and Scheme Research Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/bank-interest-fd-tds-ais-itr-ay-2026-27","blog","needs_revision","no","informational","Individual taxpayers using Form 16A and Form 26AS should match and AIS may show interest not visible in salary records to Interest income must be reported even when TDS is deducted before reporting bank interest FD TDS ITR.","bank interest FD TDS ITR","Interest income must be reported even when TDS is deducted. | Form 16A and Form 26AS should match. | AIS may show interest not visible in salary records.","2","Income Tax Department - Tax Credit Mismatch FAQs: https://www.incometax.gov.in/iec/foportal/node/11487 | Income Tax Department - AIS FAQ: https://www.incometax.gov.in/iec/foportal/ais-faq","2026-05-27","MyeCA Editorial Team - ITR Filing Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/bookkeeping-starter-monthly-accounts-compliance-checklist","blog","needs_revision","no","informational","Indian taxpayers or business owners resolving monthly bookkeeping from current rules and source records.","monthly bookkeeping","Bookkeeping should start when transactions begin. | Monthly reconciliation prevents year-end reconstruction. | MIS notes help connect accounts to business decisions.","2","MCA Portal: https://www.mca.gov.in/ | GST Portal: https://www.gst.gov.in/","2026-05-27","MyeCA Editorial Team - Accounting Workflow Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/business-audit-assurance-readiness-checklist","blog","needs_revision","no","informational","Founders, finance teams, and accountants preparing reconciled books and records for a business audit.","business audit readiness","Audit readiness starts with reconciled books and bank records. | Query trackers should separate resolved and unresolved items. | Final reports and working evidence should be archived after review.","2","MCA Portal: https://www.mca.gov.in/ | GST Portal: https://www.gst.gov.in/","2026-05-27","MyeCA Editorial Team - Audit Readiness Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/business-document-vault-registrations-certificates-renewals","blog","needs_revision","no","informational","Indian taxpayers or business owners resolving business document vault from current rules and source records.","business document vault","Store certificates with application and renewal evidence. | Track expiry dates, responsible persons, and login custody. | Use the vault before audits, funding, and onboarding requests.","3","GST Portal: https://www.gst.gov.in/ | FoSCoS Portal: https://foscos.fssai.gov.in/?hl=en-IN | MCA Portal: https://www.mca.gov.in/","2026-05-27","MyeCA Editorial Team - Document Workflow Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/calculate-foreign-asset-values-sbi-tt-buying-rate","blog","needs_revision","no","informational","Residents, NRIs, and RNOR taxpayers using Peak and closing values may differ and Preserve every calculation to Foreign valuation is date-specific for SBI TT buying rate.","SBI TT buying rate","Foreign valuation is date-specific. | Peak and closing values may differ. | Preserve every calculation.","5","Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Salaried Individuals AY 2026-27: https://www.incometax.gov.in/iec/foportal/help/individual/return-applicable-1 | Income Tax Department - Income Tax Act 2025 Transition FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/objective-and-scope-new-act-faq | Income Tax Department - AIS Guidance: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - AIS and Form 26AS FAQs: https://www.incometax.gov.in/iec/foportal/sites/default/files/2022-07/Click%20Here_1.pdf","2026-05-05","MyeCA Editorial Team - ITR Filing Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/can-freelancers-use-itr-4-presumptive-taxation","blog","needs_revision","no","informational","Freelancers and owner-managed businesses using Freelancer TDS must be matched and Foreign asset cases can change the form to ITR-4 is eligibility-based before finalising the return.","freelancer ITR","ITR-4 is eligibility-based. | Freelancer TDS must be matched. | Foreign asset cases can change the form.","5","Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Salaried Individuals AY 2026-27: https://www.incometax.gov.in/iec/foportal/help/individual/return-applicable-1 | Income Tax Department - Income Tax Act 2025 Transition FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/objective-and-scope-new-act-faq | Income Tax Department - AIS Guidance: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - AIS and Form 26AS FAQs: https://www.incometax.gov.in/iec/foportal/sites/default/files/2022-07/Click%20Here_1.pdf","2026-05-05","MyeCA Editorial Team - ITR Filing Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
"P3","/blog/can-i-use-itr-1-if-sold-shares-mutual-funds","blog","needs_revision","no","informational","Investors and traders calculating and reporting ITR-1 from broker, sale, and cost records.","ITR-1","Capital gains usually rule out ITR-1. | Small gains can still need ITR-2. | AIS may show securities data.","5","Income Tax Department - Income Tax Returns FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/%20income%20tax%20returns-faq | Income Tax Department - Salaried Individuals AY 2026-27: https://www.incometax.gov.in/iec/foportal/help/individual/return-applicable-1 | Income Tax Department - Income Tax Act 2025 Transition FAQs: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/objective-and-scope-new-act-faq | Income Tax Department - AIS Guidance: https://www.incometax.gov.in/iec/foportal/help/all-topics/e-filing-services/ais-annual-information-statement | Income Tax Department - AIS and Form 26AS FAQs: https://www.incometax.gov.in/iec/foportal/sites/default/files/2022-07/Click%20Here_1.pdf","2026-05-05","MyeCA Editorial Team - ITR Filing Desk","","","","Human review required: verify claims, source fit, examples, links, CTA, authorship, and visible body; then record approval in the CMS or source context."
